DATE,APPEARANCE,ACCOMPANY,,,,
2012.04.14,중앙보고대회 참석,"김영남,최영림,최룡해,리영호,김경희,김정각,장성택,박도춘,김영춘,김국태,김기남,최태복,양형섭,강석주,리용무,현철해,김원홍,리명수,오극렬,김양건,김영일,태종수,김평해,문경덕,곽범기,김창섭,로두철,리병삼,조연준,김영대,류미영,남승우,최은복",,,,
2012.04.13,제12기 제5차 최고인민회의 참석,,,,,
2012.04.13,김일성 김정일 동상 제막식 참석,"김영남,최룡해,최태복,최영림,리영호,장성택",,,,
2012.04.11,금수산기념궁전 방문,,,,,
2012.04.11,제4차 당대표자회 참석,,,,,
2012.04.10,국가산업미술전시회장 참관,"리재일,박봉주",,,,
2012.04.10,인민극장 현지지도,,,,,
2012.04.05,해군 제155군부대 방문,"김원홍,현철해,리두성,리종무",,,,
2012.04.04,여도방어대 시찰,"김원홍,현철해,리두성,리종무",,,,
2012.03.25,금수산기념궁전 방문,,,,,
2012.03.25,김정일 사망 100일 중앙추모대회 참석,,,,,
2012.03.14,인민군 육해공군 합동타격훈련 지도,"리영호,김영춘,김정각,김명국,김원홍,박재경,정명도,리병철,김영철,김기남,최태복,김경희,강석주,장성택,박도춘,최룡해,김영일,김양건,태종수,김평해,문경덕,주규창,우동측,김창섭",,,,
2012.03.09,해군 제123군부대 방문,"리영호,김영춘,김원홍,박재경,김영철,조경철,윤동현,장성택,박도춘,리재일,황병서",,,,
2012.03.09,초도방어대 시찰,"리영호,김영춘,김원홍,박재경,김영철,조경철,윤동현,장성택,박도춘,리재일,황병서",,,,
2012.03.08,은하수음악회 관람,"최영림,리영호,김경희,김국태,김기남,장성택,김정각",,,,
2012.03.03,판문점 시찰,"박재경,김영철,조경철,김기남,강석주,장성택,김양건,박도춘,최룡해,문경덕,황병서",,,,
2012.03.02,인민군 전략로케트사령부 시찰,"리영호,박재경,리재일,황병서",,,,
2012.02.25,인민군 제4군단사령부 관하 군부대 시찰,"김명국,김원홍,박재경,황병서,김춘삼",,,,
2012.02.24,은하수 음악회 관람,"리영호,김기남,최태복,강석주,장성택,김양건,박도춘,최룡해,태종수,김평해,우동측",,,,
2012.02.22,총탄공장 현지지도,장성택,,,,
2012.02.21,인민군 제842군부대 시찰,"박재경,리두성",,,,
2012.02.17,은하수음악회 관람,"최영림,리영호,김경희,김기남,최태복,장성택,김정각,우동측",,,,
2012.02.16,금수산기념궁전 방문,"김영남,최영림,리영호,김경희,김영춘,김기남,최태복,양형섭,강석주,장성택,김정각,김양건,김영일,박도춘,최룡해,태종수,김평해,문경덕,주규창,우동측,김창섭",,,,
2012.02.16,중앙보고대회 참석,"김영남,최영림,리영호,김경희,김영춘,전병호,김국태,최태복,양형섭,리용무,오극렬,강석주,장성택,김정각,김양건,김영일,박도춘,최룡해,태종수,김평해,문경덕,김락희,주규창,우동측,김창섭,김영대,김기남",,,,
2012.02.16,김정일 70회 생일 기념대공연 참석,"김영남,최영림,리영호",,,,
2012.02.16,김정은 최고사령관 충성맹세 예식행사 참석,"김영남,최영림,리영호,김경희,김영춘,김기남,최태복,양형섭,강석주,장성택,김정각,김양건,김영일,박도춘,최룡해,태종수,김평해,문경덕,주규창,우동측,김창섭",,,,
2012.02.07,인민군 제324대연합부대 및 관하 군부대 시찰,"리영호,김영춘,김명국,박재경,로흥세,리두성",,,,
2012.02.06,해군 제597연합부대 및 관하 군부대 시찰,,,,,
2012.01.30,공군 제1017군부대 방문,,,,,
2012.01.28,인민군 군악단연주회 관람,"리영호,김영춘,김기남,최태복,강석주,장성택,박도춘,우동측",,,,
2012.01.27,서부지구 항공구락부 모범경기 관람,"장성택,박도춘,김명국,김원홍,박재경",,,,
2012.01.27,공군 제378군부대 방문,"장성택,박도춘,김명국,박재경",,,,
2012.01.25,만경대혁명학원 방문,"김영춘,박재경,현철해,리재일,황병서",,,,
2012.01.22,인민군 제671군부대 방문,"장성택,김명국,김원홍,리두성",,,,
2012.01.22,허철용이 사업하는 기계공장 현지지도,"장성택,박도춘,김명국,김원홍,박재경,리두성",,,,
2012.01.20,공군 제354군부대 방문,"김명국,김원홍,리두성",,,,
2012.01.20,인민군 제3870군부대 방문,"김명국,김원홍,리두성",,,,
2012.01.18,인민군 제169군부대 방문,"리영호,김명국,김원홍,박재경,리두성",,,,
2012.01.15,음악무용종합공연 관람,"리영호,김영춘,장성택,김정각,김명국,박재경",,,,
2012.01.11,인민군 군인들이 맡고 있는 여러 건설대상 시찰,,,,,
2012.01.02,은하수음악회 관람,"김영남,최영림,리영호,김영춘,김국태,김기남,최태복,양형섭,리용무,오극렬,강석주,변영립,장성택,김정각,김양건,김영일,박도춘,최룡해,김락희,태종수,김평해,문경덕,주규창,우동측,김창섭",,,,
2012.01.01,금수산기념궁전 방문,"김영남,최영림,리영호,김경희,김영춘,김기남,최태복,양형섭,강석주,장성택,김정각,김양건,김영일,박도춘,최룡해,태종수,김평해,문경덕,주규창,우동측,김창섭",,,,
2012.01.01,서울류경수 탱크사단 방문,"리영호,장성택,김정각,황병서,박재경,현철해",,,,
,,,,,,
